candidate_skills,years_experience,education_level,past_job_titles,certifications,expected_salary,candidate_location,job_title,required_skills,min_experience,job_description,budgeted_salary_min,budgeted_salary_max,job_location,is_fit
"Java, AWS, Docker, Python, TensorFlow, Deep Learning",8,PhD,ML Engineer,None,109039,San Francisco,Data Scientist,"Pandas, SQL, Kubernetes",10,Looking for a motivated individual with strong technical and problem-solving skills.,89840,131902,Seattle,0
"AWS, Data Analysis, TensorFlow, Kubernetes, SQL, React",10,Master's,"Software Developer, ML Engineer","AWS Certified, DataCamp DS",126001,Austin,Software Developer,"React, Data Analysis, Deep Learning, Kubernetes",3,Looking for a motivated individual with strong technical and problem-solving skills.,64850,141542,Remote,1
"Docker, Python, React, Data Analysis, NLP, Kubernetes",3,Bachelor's,Backend Engineer,"None, Google ML Certificate",133664,Remote,Software Developer,"React, TensorFlow, Docker, Python",2,Looking for a motivated individual with strong technical and problem-solving skills.,79897,103003,Austin,0
"Java, Deep Learning, NLP, Machine Learning",5,High School,"Software Developer, AI Researcher","AWS Certified, Coursera NLP",93226,Seattle,Software Developer,"Data Analysis, Deep Learning, Kubernetes",8,Looking for a motivated individual with strong technical and problem-solving skills.,90000,108774,San Francisco,0
"Docker, Machine Learning, Java, TensorFlow",6,Bachelor's,ML Engineer,"AWS Certified, None",80331,Austin,Software Developer,"Docker, Data Analysis, TensorFlow, NLP, Deep Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,96374,142563,Austin,0
"Data Analysis, Docker, Python, Machine Learning",11,PhD,AI Researcher,"None, Google ML Certificate",116131,Austin,AI Researcher,"AWS, Kubernetes, Docker",8,Looking for a motivated individual with strong technical and problem-solving skills.,65329,156935,Austin,0
"Java, Docker, Machine Learning, Kubernetes",12,High School,"Software Developer, Data Scientist",Coursera NLP,110642,Seattle,Software Developer,"NLP, SQL, Node.js",5,Looking for a motivated individual with strong technical and problem-solving skills.,78885,153546,Austin,0
"Docker, Deep Learning, Data Analysis, Kubernetes, Python, React",3,Master's,"Software Developer, ML Engineer","Google ML Certificate, DataCamp DS",111109,Austin,Data Scientist,"Python, Java, NLP, Machine Learning, Docker",1,Looking for a motivated individual with strong technical and problem-solving skills.,63012,151569,New York,0
"React, Machine Learning, NLP, Python, TensorFlow, Java",5,Bachelor's,"AI Researcher, Backend Engineer",Coursera NLP,53512,Remote,Backend Engineer,"Pandas, NLP, SQL, Node.js",4,Looking for a motivated individual with strong technical and problem-solving skills.,79184,100349,Remote,0
"AWS, Python, TensorFlow",2,Master's,"AI Researcher, Data Scientist","AWS Certified, DataCamp DS",76219,Seattle,Backend Engineer,"NLP, Kubernetes, Data Analysis",0,Looking for a motivated individual with strong technical and problem-solving skills.,81397,144833,Remote,0
"Java, Python, Deep Learning, Machine Learning, TensorFlow",0,Bachelor's,ML Engineer,DataCamp DS,89252,Remote,AI Researcher,"Node.js, Docker, React",0,Looking for a motivated individual with strong technical and problem-solving skills.,67451,110690,New York,0
"Deep Learning, TensorFlow, Data Analysis",10,Bachelor's,AI Researcher,DataCamp DS,88405,Seattle,Software Developer,"Kubernetes, Pandas, Python, React, TensorFlow",3,Looking for a motivated individual with strong technical and problem-solving skills.,93319,106873,Austin,0
"Java, React, Node.js, Kubernetes",2,High School,"AI Researcher, ML Engineer","AWS Certified, None",124339,San Francisco,ML Engineer,"TensorFlow, Pandas, AWS, SQL, Java",9,Looking for a motivated individual with strong technical and problem-solving skills.,97282,104693,Austin,0
"TensorFlow, Java, Kubernetes, React, AWS, Data Analysis",7,Bachelor's,Backend Engineer,"AWS Certified, Coursera NLP",94682,New York,Software Developer,"Machine Learning, Node.js, Docker, Deep Learning",1,Looking for a motivated individual with strong technical and problem-solving skills.,75713,156864,San Francisco,0
"Data Analysis, Kubernetes, React, TensorFlow, Java, Node.js",10,High School,Data Scientist,"AWS Certified, Google ML Certificate",82999,San Francisco,Software Developer,"React, NLP, Kubernetes, Docker, Java",4,Looking for a motivated individual with strong technical and problem-solving skills.,79751,126304,Seattle,0
"SQL, React, Node.js, Machine Learning",2,Master's,"Software Developer, AI Researcher",AWS Certified,83866,San Francisco,Software Developer,"Data Analysis, React, Deep Learning, SQL",0,Looking for a motivated individual with strong technical and problem-solving skills.,67739,142125,Seattle,0
"Machine Learning, Node.js, AWS, Kubernetes, Java",10,Master's,Data Scientist,Coursera NLP,142132,New York,ML Engineer,"Node.js, TensorFlow, Kubernetes",5,Looking for a motivated individual with strong technical and problem-solving skills.,78131,153940,New York,1
"SQL, Data Analysis, Kubernetes",10,High School,"Software Developer, ML Engineer","None, Coursera NLP",52913,Austin,AI Researcher,"Python, TensorFlow, Pandas",7,Looking for a motivated individual with strong technical and problem-solving skills.,84311,105560,Remote,0
"Python, Docker, Pandas, Deep Learning, Machine Learning, React",7,PhD,"Software Developer, Data Scientist","Google ML Certificate, AWS Certified",82489,Seattle,Data Scientist,"Pandas, Deep Learning, SQL, TensorFlow",6,Looking for a motivated individual with strong technical and problem-solving skills.,84236,126905,San Francisco,0
"Java, NLP, TensorFlow, Machine Learning, Docker, React",12,PhD,"ML Engineer, Software Developer",None,125943,New York,ML Engineer,"Docker, Pandas, Kubernetes",0,Looking for a motivated individual with strong technical and problem-solving skills.,74224,115992,Austin,0
"Deep Learning, Java, Kubernetes, TensorFlow",3,Master's,AI Researcher,"Coursera NLP, Google ML Certificate",65174,Remote,AI Researcher,"NLP, Docker, Data Analysis, Kubernetes",5,Looking for a motivated individual with strong technical and problem-solving skills.,68465,134199,Remote,0
"Deep Learning, TensorFlow, Data Analysis, React, Node.js",7,Bachelor's,"ML Engineer, Software Developer","AWS Certified, Google ML Certificate",82596,Seattle,Backend Engineer,"AWS, NLP, Python",5,Looking for a motivated individual with strong technical and problem-solving skills.,73095,102966,Remote,0
"Machine Learning, Docker, Node.js, Data Analysis",4,PhD,"Backend Engineer, Data Scientist","Google ML Certificate, AWS Certified",74686,Austin,ML Engineer,"Pandas, Data Analysis, NLP",4,Looking for a motivated individual with strong technical and problem-solving skills.,82592,141999,San Francisco,0
"TensorFlow, Kubernetes, Docker",5,Bachelor's,Backend Engineer,"DataCamp DS, AWS Certified",68583,Austin,Software Developer,"NLP, SQL, AWS, Deep Learning, Kubernetes",3,Looking for a motivated individual with strong technical and problem-solving skills.,72695,151841,New York,0
"Machine Learning, Deep Learning, React, Node.js, TensorFlow, Data Analysis",1,PhD,ML Engineer,"Coursera NLP, DataCamp DS",92933,Seattle,Software Developer,"Deep Learning, NLP, AWS, Data Analysis, SQL",5,Looking for a motivated individual with strong technical and problem-solving skills.,63893,125256,New York,0
"NLP, AWS, Docker, TensorFlow",5,PhD,"ML Engineer, AI Researcher","None, DataCamp DS",57810,Austin,AI Researcher,"TensorFlow, Pandas, Machine Learning, Node.js",9,Looking for a motivated individual with strong technical and problem-solving skills.,65829,157097,New York,0
"Java, TensorFlow, Python, Data Analysis, Kubernetes, Docker",11,Bachelor's,"AI Researcher, Backend Engineer","Google ML Certificate, AWS Certified",55799,Remote,Backend Engineer,"Machine Learning, Deep Learning, Kubernetes, Docker",7,Looking for a motivated individual with strong technical and problem-solving skills.,85167,157878,New York,0
"Machine Learning, Java, Data Analysis, Pandas",8,Master's,"Data Scientist, Software Developer","None, Google ML Certificate",70173,Seattle,AI Researcher,"Docker, SQL, Data Analysis",1,Looking for a motivated individual with strong technical and problem-solving skills.,91492,139974,San Francisco,0
"SQL, NLP, Docker, Kubernetes",3,Bachelor's,"Software Developer, Data Scientist",Google ML Certificate,127424,Seattle,Software Developer,"AWS, Pandas, Node.js",7,Looking for a motivated individual with strong technical and problem-solving skills.,62649,128213,San Francisco,0
"Machine Learning, Docker, Data Analysis, Node.js, AWS, TensorFlow",0,Master's,Data Scientist,None,91730,New York,Software Developer,"React, Pandas, TensorFlow, AWS, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,94722,112385,Seattle,0
"SQL, React, Deep Learning, TensorFlow, Docker, Python",8,Bachelor's,"Data Scientist, Backend Engineer","Coursera NLP, AWS Certified",120019,San Francisco,AI Researcher,"Python, Machine Learning, Node.js, AWS, React",5,Looking for a motivated individual with strong technical and problem-solving skills.,68432,131913,Austin,0
"Node.js, NLP, Data Analysis, Python, Kubernetes, TensorFlow",4,PhD,"Backend Engineer, Software Developer",AWS Certified,128547,Seattle,Software Developer,"Machine Learning, NLP, Deep Learning",8,Looking for a motivated individual with strong technical and problem-solving skills.,75764,136077,New York,0
"Java, SQL, Deep Learning, TensorFlow",6,Bachelor's,"Data Scientist, ML Engineer","DataCamp DS, Coursera NLP",113872,Remote,Data Scientist,"React, Java, Machine Learning",5,Looking for a motivated individual with strong technical and problem-solving skills.,68539,103233,Austin,0
"Deep Learning, Machine Learning, React, NLP, TensorFlow, Node.js",8,PhD,"AI Researcher, Data Scientist","Coursera NLP, DataCamp DS",64811,Seattle,Software Developer,"Java, React, NLP, Node.js",2,Looking for a motivated individual with strong technical and problem-solving skills.,96023,149191,San Francisco,0
"Pandas, Python, SQL, Node.js, Machine Learning",11,High School,"AI Researcher, Data Scientist",None,91738,Remote,ML Engineer,"Node.js, React, Python",8,Looking for a motivated individual with strong technical and problem-solving skills.,99336,137432,Seattle,0
"Data Analysis, Docker, Deep Learning",8,High School,Software Developer,"AWS Certified, Google ML Certificate",56546,Remote,Backend Engineer,"React, Deep Learning, Python, SQL, Pandas",5,Looking for a motivated individual with strong technical and problem-solving skills.,89016,126793,Seattle,0
"AWS, Kubernetes, Data Analysis, TensorFlow, Docker, Pandas",2,PhD,AI Researcher,"AWS Certified, Coursera NLP",137354,New York,Software Developer,"Docker, SQL, Java, Data Analysis",6,Looking for a motivated individual with strong technical and problem-solving skills.,62713,138665,Remote,0
"Python, Data Analysis, Pandas",1,Bachelor's,AI Researcher,AWS Certified,137947,San Francisco,Backend Engineer,"Machine Learning, Docker, AWS, Pandas, TensorFlow",3,Looking for a motivated individual with strong technical and problem-solving skills.,77243,155574,Seattle,0
"Deep Learning, AWS, Pandas",9,PhD,ML Engineer,"Coursera NLP, DataCamp DS",75959,Remote,Data Scientist,"Pandas, Python, Deep Learning",3,Looking for a motivated individual with strong technical and problem-solving skills.,75678,152797,New York,0
"Machine Learning, Data Analysis, SQL",7,PhD,"Data Scientist, ML Engineer","DataCamp DS, AWS Certified",115346,Austin,Software Developer,"Machine Learning, AWS, Deep Learning, Node.js",1,Looking for a motivated individual with strong technical and problem-solving skills.,84443,155691,Remote,0
"AWS, Java, Kubernetes, Node.js, SQL",6,Master's,"Software Developer, Data Scientist","Coursera NLP, AWS Certified",104482,Remote,Backend Engineer,"Python, TensorFlow, Java",4,Looking for a motivated individual with strong technical and problem-solving skills.,84490,102871,San Francisco,0
"Python, Pandas, Java, TensorFlow, Deep Learning",4,Master's,AI Researcher,"Coursera NLP, AWS Certified",124872,New York,Data Scientist,"Java, Machine Learning, TensorFlow, Node.js",0,Looking for a motivated individual with strong technical and problem-solving skills.,66106,141865,Remote,1
"NLP, Deep Learning, AWS, SQL",1,High School,ML Engineer,Google ML Certificate,57425,New York,ML Engineer,"Kubernetes, Python, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,82921,157432,San Francisco,0
"NLP, TensorFlow, Python, Deep Learning, React, Node.js",8,Bachelor's,"ML Engineer, Data Scientist","Google ML Certificate, Coursera NLP",105035,New York,Backend Engineer,"React, Java, Node.js, Kubernetes",6,Looking for a motivated individual with strong technical and problem-solving skills.,86157,142307,Remote,1
"Deep Learning, Data Analysis, Python",7,High School,AI Researcher,"None, DataCamp DS",99585,Remote,Software Developer,"Pandas, Python, Kubernetes, Machine Learning, Java",5,Looking for a motivated individual with strong technical and problem-solving skills.,93071,105493,Remote,0
"Deep Learning, React, Machine Learning, AWS, NLP, SQL",11,High School,ML Engineer,"DataCamp DS, Google ML Certificate",66019,San Francisco,Data Scientist,"NLP, Docker, AWS, Kubernetes, Data Analysis",4,Looking for a motivated individual with strong technical and problem-solving skills.,85755,121350,Remote,0
"Docker, NLP, Kubernetes",10,PhD,ML Engineer,Coursera NLP,136837,New York,AI Researcher,"Pandas, NLP, Node.js",7,Looking for a motivated individual with strong technical and problem-solving skills.,72297,120250,San Francisco,0
"SQL, Deep Learning, Docker",2,High School,Software Developer,DataCamp DS,114255,Seattle,Software Developer,"Java, Machine Learning, Pandas, NLP",7,Looking for a motivated individual with strong technical and problem-solving skills.,66744,131597,New York,0
"Docker, AWS, Java, Deep Learning, Pandas, Node.js",5,PhD,AI Researcher,DataCamp DS,87603,Seattle,AI Researcher,"SQL, Machine Learning, Kubernetes, Docker",6,Looking for a motivated individual with strong technical and problem-solving skills.,85230,127602,Remote,0
